pub_og_id	og_name	level_taxid	organism_taxid	organism_name	int_prot_id	pub_gene_id	description\
275685at7742	TAR DNA binding protein	7742	52670_0	Austrofundulus limnaeus	52670_0:003819	LOC106527602	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	52670_0	Austrofundulus limnaeus	52670_0:004cb7	LOC106534252	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	54374_0	Mesitornis unicolor	54374_0:001b7b	A0A091S1L8_9GRUI	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	54380_0	Cariama cristata	54380_0:000d36	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	54383_0	Eurypyga helias	54383_0:000f45	TARDBP	LOW QUALITY PROTEIN: TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	55661_0	Cuculus canorus	55661_0:002180	A0A091GT35_9AVES	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	56313_0	Tyto alba	56313_0:001584	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	56723_0	Labrus bergylta	56723_0:000a6e	LOC109980573	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	56723_0	Labrus bergylta	56723_0:00121b	tardbp	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	57068_0	Acanthisitta chloris	57068_0:0028cd	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	57397_0	Apaloderma vittatum	57397_0:00162e	A0A091NBD8_APAVI	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	57412_0	Colius striatus	57412_0:0005b0	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	57421_0	Merops nubicus	57421_0:002e74	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	59463_0	Myotis lucifugus	59463_0:003a3e	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	59538_0	Pantholops hodgsonii	59538_0:00059f	LOC102333143	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	59538_0	Pantholops hodgsonii	59538_0:002a33	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	59729_0	Taeniopygia guttata	59729_0:002e38	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	59894_0	Ficedula albicollis	59894_0:002e22	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	59894_0	Ficedula albicollis	59894_0:003a5a	LOC101821501	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	60711_0	Chlorocebus sabaeus	60711_0:003cfb	A0A0D9S8N2_CHLSB	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	61621_0	Rhinopithecus bieti	61621_0:002721	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	61622_0	Rhinopithecus roxellana	61622_0:004647	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	61853_0	Nomascus leucogenys	61853_0:004915	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	74940_0	Oncorhynchus tshawytscha	74940_0:0006f4	LOC112220826	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	74940_0	Oncorhynchus tshawytscha	74940_0:002228	LOC112254284	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	74940_0	Oncorhynchus tshawytscha	74940_0:0022dc	LOC112254245	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	74940_0	Oncorhynchus tshawytscha	74940_0:004d08	LOC112216050	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	74940_0	Oncorhynchus tshawytscha	74940_0:007be0	LOC112232611	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	74940_0	Oncorhynchus tshawytscha	74940_0:009172	LOC112240771	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	74940_0	Oncorhynchus tshawytscha	74940_0:00a2f6	LOC112247071	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	75366_0	Sinocyclocheilus grahami	75366_0:000e6b	LOC107570713	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	75366_0	Sinocyclocheilus grahami	75366_0:0020ee	LOC107586522	TAR DNA-binding protein 43-like isoform X2\
275685at7742	TAR DNA binding protein	7742	75366_0	Sinocyclocheilus grahami	75366_0:006acc	LOC107555974	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	75366_0	Sinocyclocheilus grahami	75366_0:0079ea	LOC107561006	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	79684_0	Microtus ochrogaster	79684_0:001cc4	Tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	80966_0	Acanthochromis polyacanthus	80966_0:0004b8	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	80966_0	Acanthochromis polyacanthus	80966_0:0032c8	LOC110960639	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	80972_0	Amphiprion ocellaris	80972_0:00219d	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	80972_0	Amphiprion ocellaris	80972_0:003684	LOC111579909	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	85066_0	Corvus brachyrhynchos	85066_0:0033c6	A0A091F3Q1_CORBR	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	89399_0	Rhinolophus sinicus	89399_0:00279c	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	89462_0	Bubalus bubalis	89462_0:004c2a	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	93934_0	Coturnix japonica	93934_0:0030a4	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	94827_0	Tinamus guttatus	94827_0:0018d0	A0A099Z7N2_TINGU	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	94835_0	Gavialis gangeticus	94835_0:001a82	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	97097_0	Phaethon lepturus	97097_0:000d15	A0A091UAI6_PHALP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	100784_0	Balearica regulorum gibbericeps	100784_0:003879	A0A087VRH3_BALRE	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	103944_0	Protobothrops mucrosquamatus	103944_0:003870	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	105023_0	Nothobranchius furzeri	105023_0:002a15	LOC107385215	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	105023_0	Nothobranchius furzeri	105023_0:003da2	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	106582_0	Maylandia zebra	106582_0:003a9f	LOC101487819	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	106582_0	Maylandia zebra	106582_0:005213	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	109280_0	Hippocampus comes	109280_0:000732	LOC109507104	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	109280_0	Hippocampus comes	109280_0:0033d4	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	109478_0	Myotis brandtii	109478_0:002cbf	S7PUI0_MYOBR	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	113540_0	Scleropages formosus	113540_0:00106e	tardbp	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	113540_0	Scleropages formosus	113540_0:00504c	LOC108918549	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	118200_0	Picoides pubescens	118200_0:002dcc	A0A093GYU3_DRYPU	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	118797_0	Lipotes vexillifer	118797_0:003154	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	121530_0	Tauraco erythrolophus	121530_0:00000c	TARDBP	LOW QUALITY PROTEIN: TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	125878_0	Nanorana parkeri	125878_0:001aec	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	128390_0	Nipponia nippon	128390_0:000d2c	A0A091VW23_NIPNI	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	132908_0	Pteropus vampyrus	132908_0:001989	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	143302_0	Condylura cristata	143302_0:000f44	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	144197_0	Stegastes partitus	144197_0:000478	LOC103362703	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	144197_0	Stegastes partitus	144197_0:001a7c	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	146911_0	Gekko japonicus	146911_0:004872	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	150288_0	Boleophthalmus pectinirostris	150288_0:00318b	tardbp	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	150288_0	Boleophthalmus pectinirostris	150288_0:003e58	LOC110168628	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	156563_0	Cyanistes caeruleus	156563_0:002b6b	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	175836_0	Buceros rhinoceros silvestris	175836_0:001b48	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	176057_0	Nestor notabilis	176057_0:0016c2	TARDBP	LOW QUALITY PROTEIN: TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	176946_0	Python bivittatus	176946_0:0000c3	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	181119_0	Pseudopodoces humilis	181119_0:002e3f	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	185453_0	Chrysochloris asiatica	185453_0:00272c	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	186990_0	Hipposideros armiger	186990_0:000d6e	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	187382_0	Chlamydotis macqueenii	187382_0:0005b2	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	188344_0	Leptosomus discolor	188344_0:001e83	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	188379_0	Egretta garzetta	188379_0:00335b	A0A091JMM7_EGRGA	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	198806_0	Calidris pugnax	198806_0:001121	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	202946_0	Apteryx australis mantelli	202946_0:000a8b	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	215358_0	Larimichthys crocea	215358_0:00582f	A0A0F8ATQ7_LARCR	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	215358_0	Larimichthys crocea	215358_0:0058f4	A0A0F8ATQ7_LARCR	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	225400_0	Myotis davidii	225400_0:0026ea	L5LPT2_MYODS	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	230844_0	Peromyscus maniculatus bairdii	230844_0:000e41	Tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	240206_0	Pterocles gutturalis	240206_0:003132	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	244447_0	Cynoglossus semilaevis	244447_0:002586	tardbp	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	244447_0	Cynoglossus semilaevis	244447_0:002928	LOC103385642	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	246437_0	Tupaia chinensis	246437_0:000d78	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	259920_0	Rhincodon typus	259920_0:0011e3	tardbp	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	279965_0	Antrostomus carolinensis	279965_0:000b9f	A0A094K9Y2_ANTCR	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	291302_0	Miniopterus natalensis	291302_0:0037e6	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	1841481_0	Seriola lalandi	1841481_0:001a94	LOC111653824	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	1841481_0	Seriola lalandi	1841481_0:004e73	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	303518_0	Pundamilia nyererei	303518_0:000c93	LOC102194201	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	303518_0	Pundamilia nyererei	303518_0:001fa0	tardbp	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	307959_0	Sinocyclocheilus rhinocerous	307959_0:005c25	LOC107708745	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	307959_0	Sinocyclocheilus rhinocerous	307959_0:005c63	LOC107708842	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	307959_0	Sinocyclocheilus rhinocerous	307959_0:0069f3	LOC107713527	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	307959_0	Sinocyclocheilus rhinocerous	307959_0:007199	LOC107716231	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	321398_0	Lepidothrix coronata	321398_0:00239f	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	328815_0	Manacus vitellinus	328815_0:002676	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	336983_0	Colobus angolensis palliatus	336983_0:000d10	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	345164_0	Falco cherrug	345164_0:001376	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	379532_0	Propithecus coquereli	379532_0:0044c9	A0A2K6F5Z5_PROCO	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	419612_0	Camelus ferus	419612_0:001907	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	482537_0	Galeopterus variegatus	482537_0:00335d	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	591936_0	Piliocolobus tephrosceles	591936_0:00413a	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	885580_0	Fukomys damarensis	885580_0:001a9f	A0A091DKG3_FUKDA	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	932674_0	Corvus cornix cornix	932674_0:002d9f	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	1026970_0	Nannospalax galili	1026970_0:0001f7	Tardbp	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	1415176_0	Terrapene mexicana triunguis	1415176_0:002fba	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	1608454_0	Sinocyclocheilus anshuiensis	1608454_0:0033f7	LOC107695779	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	1608454_0	Sinocyclocheilus anshuiensis	1608454_0:0077ce	LOC107666995	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	1608454_0	Sinocyclocheilus anshuiensis	1608454_0:009f24	LOC107680706	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	1608454_0	Sinocyclocheilus anshuiensis	1608454_0:00a2d3	LOC107681961	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	1676925_0	Paramormyrops kingsleyae	1676925_0:003168	LOC111857063	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	1676925_0	Paramormyrops kingsleyae	1676925_0:0042b7	tardbp	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	1737458_0	Cebus capucinus imitator	1737458_0:000598	A0A2K5QKI0_CEBCA	A0A2K5QKI0_CEBCA\
275685at7742	TAR DNA binding protein	7742	1868482_0	Carlito syrichta	1868482_0:001010	TARDBP	TAR DNA-binding protein 43 isoform X1}
